brand,model,boardModelId,descriptionPresent,classificationPresent,categoryPresent,waveRangePresent,waveTypePresent,wavePowerPresent,abilityPresent,designMetadataPresent,designFields,recommendationTagsPresent,equivalencyEvidencePresent,riderGuidancePresent,sourceQuality,confidence,confidenceBand,canonicalSizeCount,missingFields,priorityScore,recommendedNextAction
Chilli,Churro 2,8094,True,True,True,False,True,True,False,True,outline,True,False,False,manufacturer_primary,0.75,high,10,waveRange|surferAbility|equivalency,108,Extract structured manufacturer metadata
Chilli,FAD3R,8095,True,False,False,False,False,True,False,True,outline|rail,True,True,False,manufacturer_primary,0.55,medium,11,primaryCategory|waveRange|waveType|surferAbility,121,Extract structured manufacturer metadata
Chilli,Faded 2.0,8096,True,True,True,False,False,True,True,True,outline|rail|fin,True,False,False,manufacturer_primary,0.75,high,11,waveRange|waveType|equivalency,109,Extract structured manufacturer metadata
Chilli,Faded 2.0 Gun,8097,True,False,False,False,False,False,True,True,outline|rail|tail|fin,False,False,False,manufacturer_primary,0.45,low,6,primaryCategory|waveRange|waveType|wavePower|recommendationTags|equivalency,120,Extract structured manufacturer metadata
Chilli,Faded 2.0 Step Up,8098,True,True,True,False,False,True,False,True,outline|rail|tail|fin,False,False,False,manufacturer_primary,0.55,medium,5,waveRange|waveType|surferAbility|recommendationTags|equivalency,107,Extract structured manufacturer metadata
Chilli,Full Strength,8099,True,True,True,False,False,False,False,True,outline|rail|tail,True,False,False,manufacturer_primary,0.55,medium,11,waveRange|waveType|wavePower|surferAbility|equivalency,113,Extract structured manufacturer metadata
Chilli,Grom +,8100,True,False,False,False,False,False,True,True,outline|tail|construction,False,False,False,manufacturer_primary,0.45,low,10,primaryCategory|waveRange|waveType|wavePower|recommendationTags|equivalency,124,Extract structured manufacturer metadata
Chilli,HKII,8101,True,False,False,False,False,False,False,True,outline|entry_rocker|rail|tail,False,True,False,manufacturer_primary,0.35,low,11,primaryCategory|waveRange|waveType|wavePower|surferAbility|recommendationTags,125,Extract structured manufacturer metadata
Chilli,Mid Strength,8102,True,True,True,False,False,False,False,True,outline|exit_rocker|rail|tail,False,False,False,manufacturer_primary,0.45,low,8,waveRange|waveType|wavePower|surferAbility|recommendationTags|equivalency,112,Extract structured manufacturer metadata
Chilli,Middy,8103,True,True,True,False,False,False,False,True,outline|exit_rocker|rail|tail,False,False,False,manufacturer_primary,0.45,low,4,waveRange|waveType|wavePower|surferAbility|recommendationTags|equivalency,108,Extract structured manufacturer metadata
Chilli,Mini Bird,8104,True,False,False,False,False,False,True,True,outline|tail|fin,True,False,False,manufacturer_primary,0.55,medium,8,primaryCategory|waveRange|waveType|wavePower|equivalency,120,Extract structured manufacturer metadata
Chilli,Peppa Twin,8105,True,False,False,False,False,False,True,True,outline|rail|tail|fin,True,False,False,manufacturer_primary,0.55,medium,11,primaryCategory|waveRange|waveType|wavePower|equivalency,123,Extract structured manufacturer metadata
Chilli,Piña Colada,8106,True,False,False,False,True,True,False,True,outline|rail|tail|fin,False,False,False,manufacturer_primary,0.55,medium,13,primaryCategory|waveRange|surferAbility|recommendationTags|equivalency,125,Extract structured manufacturer metadata
Chilli,Rare Bird EVO,8107,True,False,False,False,False,False,False,True,outline|rail|tail|fin,True,False,False,manufacturer_primary,0.45,low,22,primaryCategory|waveRange|waveType|wavePower|surferAbility|equivalency,134,Extract structured manufacturer metadata
Chilli,Rare Bird EVO TT,8108,True,False,False,False,False,False,False,True,outline|rail|tail|fin,True,False,False,manufacturer_primary,0.45,low,22,primaryCategory|waveRange|waveType|wavePower|surferAbility|equivalency,134,Extract structured manufacturer metadata
Chilli,SHORTIE,8109,True,False,False,True,False,False,True,True,rail|tail,True,False,False,manufacturer_primary,0.65,medium,11,primaryCategory|waveType|wavePower|equivalency,121,Review deterministic classification
Chilli,SHORTIE SQUASH,8110,True,True,True,True,False,False,True,True,rail|tail,True,False,False,manufacturer_primary,0.75,high,11,waveType|wavePower|equivalency,109,Curate equivalency only with explicit evidence
Chilli,SHORTIE YOUTH,8111,True,True,True,True,False,False,True,True,rail|tail,True,False,False,manufacturer_primary,0.75,high,9,waveType|wavePower|equivalency,107,Curate equivalency only with explicit evidence
Chilli,Sugar,8112,True,False,False,False,False,False,False,True,outline|rail|fin,False,False,False,manufacturer_primary,0.35,low,9,primaryCategory|waveRange|waveType|wavePower|surferAbility|recommendationTags|equivalency,125,Extract structured manufacturer metadata
Chilli,Volume II,8113,True,False,False,True,False,True,False,True,rail,False,False,False,manufacturer_primary,0.45,low,12,primaryCategory|waveType|surferAbility|recommendationTags|equivalency,154,Review deterministic classification
Christenson,Beausoleil,,True,False,False,False,False,False,False,True,fin,False,False,True,manufacturer_primary,0.35,low,6,primaryCategory|waveRange|waveType|wavePower|surferAbility|recommendationTags|equivalency,102,Extract structured manufacturer metadata
Christenson,C-Bucket,,True,False,False,False,False,True,True,True,outline|rail,False,False,False,manufacturer_primary,0.55,medium,10,primaryCategory|waveRange|waveType|recommendationTags|equivalency,102,Extract structured manufacturer metadata
Christenson,C-Hag,,True,True,True,False,False,False,False,False,,False,False,False,manufacturer_primary,0.45,low,8,waveRange|waveType|wavePower|surferAbility|designMetadata|recommendationTags|equivalency,94,Extract structured manufacturer metadata
Christenson,C-Hawk,,True,False,False,False,False,False,False,False,,False,False,False,manufacturer_primary,0.35,low,6,primaryCategory|waveRange|waveType|wavePower|surferAbility|designMetadata|recommendationTags|equivalency,104,Extract structured manufacturer metadata
Christenson,Cafe Racer 2.0,,True,True,True,False,False,False,True,True,rail|fin,True,False,True,manufacturer_primary,0.65,medium,13,waveRange|waveType|wavePower|equivalency,93,Extract structured manufacturer metadata
Christenson,Carrera,8136,True,False,False,False,False,False,False,True,fin,False,False,False,manufacturer_primary,0.35,low,11,primaryCategory|waveRange|waveType|wavePower|surferAbility|recommendationTags|equivalency,107,Extract structured manufacturer metadata
Christenson,Chris Craft,,True,False,False,False,False,False,False,True,rail,False,False,False,manufacturer_primary,0.35,low,6,primaryCategory|waveRange|waveType|wavePower|surferAbility|recommendationTags|equivalency,102,Extract structured manufacturer metadata
Christenson,Easy Wind,8137,True,False,False,False,False,False,False,True,outline|fin,False,False,False,manufacturer_primary,0.35,low,13,primaryCategory|waveRange|waveType|wavePower|surferAbility|recommendationTags|equivalency,109,Extract structured manufacturer metadata
Christenson,Hole Shot,,True,False,False,False,False,False,False,True,rail,False,False,True,manufacturer_primary,0.35,low,12,primaryCategory|waveRange|waveType|wavePower|surferAbility|recommendationTags|equivalency,108,Extract structured manufacturer metadata
Christenson,Huntsman,,True,False,False,False,False,False,False,False,,False,False,False,manufacturer_primary,0.35,low,11,primaryCategory|waveRange|waveType|wavePower|surferAbility|designMetadata|recommendationTags|equivalency,109,Extract structured manufacturer metadata
Christenson,Lane Splitter,8140,True,False,False,False,True,True,False,True,tail|fin,False,False,True,manufacturer_primary,0.55,medium,21,primaryCategory|waveRange|surferAbility|recommendationTags|equivalency,112,Extract structured manufacturer metadata
Christenson,Nautilus,,True,True,True,False,False,False,False,True,rail|fin,False,False,False,manufacturer_primary,0.45,low,4,waveRange|waveType|wavePower|surferAbility|recommendationTags|equivalency,88,Extract structured manufacturer metadata
Christenson,OP1,,True,True,True,False,False,False,False,True,rail,True,False,True,manufacturer_primary,0.55,medium,10,waveRange|waveType|wavePower|surferAbility|equivalency,92,Extract structured manufacturer metadata
Christenson,OP2,8143,True,False,False,True,False,False,False,False,,False,False,True,manufacturer_primary,0.35,low,18,primaryCategory|waveType|wavePower|surferAbility|designMetadata|recommendationTags|equivalency,114,Extract structured manufacturer metadata
Christenson,OP3,8144,True,False,False,True,False,False,False,False,,False,False,True,manufacturer_primary,0.45,low,20,primaryCategory|waveType|wavePower|surferAbility|designMetadata|recommendationTags|equivalency,116,Extract structured manufacturer metadata
Christenson,OP4,8145,True,False,False,False,False,False,False,False,,False,False,True,manufacturer_primary,0.25,low,20,primaryCategory|waveRange|waveType|wavePower|surferAbility|designMetadata|recommendationTags|equivalency,118,Extract structured manufacturer metadata
Christenson,Ocean Racer,,True,False,False,False,False,False,False,True,rail,False,False,False,manufacturer_primary,0.35,low,4,primaryCategory|waveRange|waveType|wavePower|surferAbility|recommendationTags|equivalency,100,Extract structured manufacturer metadata
Christenson,Osprey,8146,True,False,False,False,True,True,False,True,rail|fin,False,False,False,manufacturer_primary,0.55,medium,5,primaryCategory|waveRange|surferAbility|recommendationTags|equivalency,97,Extract structured manufacturer metadata
Christenson,Scarlet Begonia,,True,False,False,False,False,False,False,False,,False,False,False,manufacturer_primary,0.35,low,9,primaryCategory|waveRange|waveType|wavePower|surferAbility|designMetadata|recommendationTags|equivalency,107,Extract structured manufacturer metadata
Christenson,Sicario,,True,False,False,False,False,False,False,False,,False,False,False,manufacturer_primary,0.25,low,5,primaryCategory|waveRange|waveType|wavePower|surferAbility|designMetadata|recommendationTags|equivalency,103,Extract structured manufacturer metadata
Christenson,Speed Master,,True,False,False,False,False,False,False,True,fin,False,False,False,manufacturer_primary,0.25,low,9,primaryCategory|waveRange|waveType|wavePower|surferAbility|recommendationTags|equivalency,105,Extract structured manufacturer metadata
Christenson,Sportsman,,True,False,False,False,False,False,True,True,rail|fin,False,False,False,manufacturer_primary,0.45,low,9,primaryCategory|waveRange|waveType|wavePower|recommendationTags|equivalency,103,Extract structured manufacturer metadata
Christenson,Submariner,,True,False,False,False,False,False,True,True,rail|fin,False,False,False,manufacturer_primary,0.45,low,8,primaryCategory|waveRange|waveType|wavePower|recommendationTags|equivalency,102,Extract structured manufacturer metadata
Christenson,Surfer Rosa,,True,False,False,False,False,False,False,True,rail|fin,False,False,True,manufacturer_primary,0.35,low,9,primaryCategory|waveRange|waveType|wavePower|surferAbility|recommendationTags|equivalency,105,Extract structured manufacturer metadata
Christenson,The Cliff,,True,True,True,False,False,False,False,False,,False,True,False,manufacturer_primary,0.35,low,10,waveRange|waveType|wavePower|surferAbility|designMetadata|recommendationTags,94,Extract structured manufacturer metadata
Christenson,The Cliff Pintail,,True,True,True,False,False,False,False,False,,False,True,False,manufacturer_primary,0.45,low,10,waveRange|waveType|wavePower|surferAbility|designMetadata|recommendationTags,94,Extract structured manufacturer metadata
Christenson,The Outlaw,,True,False,False,False,False,False,False,False,,False,False,False,manufacturer_primary,0.35,low,7,primaryCategory|waveRange|waveType|wavePower|surferAbility|designMetadata|recommendationTags|equivalency,105,Extract structured manufacturer metadata
Christenson,The Wolverine,8148,True,True,True,False,False,False,False,True,rail|tail|fin,False,False,False,manufacturer_primary,0.45,low,6,waveRange|waveType|wavePower|surferAbility|recommendationTags|equivalency,90,Extract structured manufacturer metadata
Christenson,Tradesman,,True,False,False,False,False,False,False,False,,False,False,False,manufacturer_primary,0.35,low,9,primaryCategory|waveRange|waveType|wavePower|surferAbility|designMetadata|recommendationTags|equivalency,107,Extract structured manufacturer metadata
Christenson,Ultra Tracker,,True,False,False,False,False,False,False,True,tail,False,False,False,manufacturer_primary,0.35,low,8,primaryCategory|waveRange|waveType|wavePower|surferAbility|recommendationTags|equivalency,104,Extract structured manufacturer metadata
Christenson,Waterlion,,True,False,False,False,False,True,False,False,,False,False,False,manufacturer_primary,0.35,low,7,primaryCategory|waveRange|waveType|surferAbility|designMetadata|recommendationTags|equivalency,103,Extract structured manufacturer metadata
DHD,Black Diamond,7824,True,True,True,True,False,True,True,False,,True,False,False,manufacturer_primary,0.85,high,1,waveType|designMetadata|equivalency,99,Extract structured manufacturer metadata
DHD,Black Diamond EPS,7823,True,True,True,True,False,True,True,True,construction,True,False,False,manufacturer_primary,0.85,high,13,waveType|equivalency,109,Curate equivalency only with explicit evidence
DHD,Black Diamond Soft Top,7807,True,True,True,True,False,True,True,True,construction,True,False,False,manufacturer_primary,0.85,high,3,waveType|equivalency,99,Curate equivalency only with explicit evidence
DHD,EE Juliette,7812,True,False,False,False,False,False,False,True,construction,False,False,False,manufacturer_primary,0.35,low,15,primaryCategory|waveRange|waveType|wavePower|surferAbility|recommendationTags|equivalency,131,Extract structured manufacturer metadata
DHD,EE Juliette Jnr,7809,True,False,False,False,False,False,False,True,construction,False,False,False,manufacturer_primary,0.35,low,21,primaryCategory|waveRange|waveType|wavePower|surferAbility|recommendationTags|equivalency,136,Extract structured manufacturer metadata
DHD,Interceptor,7816,True,True,True,True,False,False,True,False,,False,False,False,manufacturer_primary,0.65,medium,5,waveType|wavePower|designMetadata|recommendationTags|equivalency,107,Extract structured manufacturer metadata
DHD,MF Bolt,7805,True,True,True,False,False,True,False,False,,True,False,False,manufacturer_primary,0.55,medium,16,waveRange|waveType|surferAbility|designMetadata|equivalency,118,Extract structured manufacturer metadata
DHD,MF DNA,7801,True,False,False,True,False,False,True,True,entry_rocker|construction,False,False,False,manufacturer_primary,0.55,medium,23,primaryCategory|waveType|wavePower|recommendationTags|equivalency,132,Review deterministic classification
DHD,MF DNA Jnr,7821,True,True,True,True,False,False,False,False,,True,False,False,manufacturer_primary,0.65,medium,4,waveType|wavePower|surferAbility|designMetadata|equivalency,106,Extract structured manufacturer metadata
DHD,MF Lightning,7802,True,False,False,False,False,False,False,False,,False,False,False,manufacturer_primary,0.35,low,14,primaryCategory|waveRange|waveType|wavePower|surferAbility|designMetadata|recommendationTags|equivalency,132,Extract structured manufacturer metadata
DHD,MF Twin,7806,True,True,True,False,False,True,True,True,fin,True,False,False,manufacturer_primary,0.75,high,12,waveRange|waveType|equivalency,110,Extract structured manufacturer metadata
DHD,Mini Twin,7820,True,False,False,True,False,True,True,True,fin|construction,False,False,False,manufacturer_primary,0.65,medium,7,primaryCategory|waveType|recommendationTags|equivalency,117,Review deterministic classification
DHD,Mini Twin II,7811,True,False,False,True,True,False,False,True,outline|tail,False,False,False,manufacturer_primary,0.55,medium,9,primaryCategory|wavePower|surferAbility|recommendationTags|equivalency,121,Review deterministic classification
DHD,Nexus,7814,True,False,False,True,True,False,True,True,rail,False,False,False,manufacturer_primary,0.65,medium,16,primaryCategory|wavePower|recommendationTags|equivalency,126,Review deterministic classification
DHD,Nexus EPS,7813,False,False,False,False,False,False,False,False,,False,False,False,missing,0.25,low,17,manufacturerDescription|primaryCategory|waveRange|waveType|wavePower|surferAbility|designMetadata|recommendationTags|equivalency,145,Recover manufacturer description
DHD,Phoenix,7822,True,True,True,True,False,False,True,False,,True,False,False,manufacturer_primary,0.75,high,16,waveType|wavePower|designMetadata|equivalency,116,Extract structured manufacturer metadata
DHD,Phoenix EPS Swallow Tail,7817,True,True,True,True,False,False,True,False,,True,False,False,manufacturer_primary,0.75,high,16,waveType|wavePower|designMetadata|equivalency,116,Extract structured manufacturer metadata
DHD,Phoenix Flight EPS,7810,True,True,True,True,False,True,True,True,outline|fin,True,True,False,manufacturer_primary,0.85,high,14,waveType,108,Curate equivalency only with explicit evidence
DHD,SG No.8,7815,True,True,True,True,False,False,True,True,tail,True,False,False,manufacturer_primary,0.75,high,14,waveType|wavePower|equivalency,112,Curate equivalency only with explicit evidence
DHD,Sandman,7818,True,True,True,True,False,True,True,False,,False,False,False,manufacturer_primary,0.75,high,17,waveType|designMetadata|recommendationTags|equivalency,117,Extract structured manufacturer metadata
DHD,Sweet Spot 4.0,7804,True,True,True,False,False,False,False,True,rail,True,False,False,manufacturer_primary,0.55,medium,37,waveRange|waveType|wavePower|surferAbility|equivalency,122,Extract structured manufacturer metadata
DHD,The Twin,7819,True,False,False,True,True,False,False,True,fin,False,False,False,manufacturer_primary,0.55,medium,8,primaryCategory|wavePower|surferAbility|recommendationTags|equivalency,120,Review deterministic classification
DHD,Utopia,7808,True,False,False,True,False,False,True,False,,False,False,False,manufacturer_primary,0.55,medium,13,primaryCategory|waveType|wavePower|designMetadata|recommendationTags|equivalency,127,Extract structured manufacturer metadata
DMS Surfboards,Carny,3717,True,True,True,False,False,True,False,True,outline|rail,True,False,False,manufacturer_primary,0.65,medium,19,waveRange|waveType|surferAbility|equivalency,99,Extract structured manufacturer metadata
DMS Surfboards,Gherkin,3712,True,False,False,True,False,False,False,True,rail|fin,False,False,False,manufacturer_primary,0.45,low,18,primaryCategory|waveType|wavePower|surferAbility|recommendationTags|equivalency,112,Review deterministic classification
DMS Surfboards,Seahawk,3713,True,False,False,True,False,False,False,True,rail,False,False,False,manufacturer_primary,0.45,low,19,primaryCategory|waveType|wavePower|surferAbility|recommendationTags|equivalency,113,Review deterministic classification
DMS Surfboards,Stilnox,3714,True,False,False,False,False,False,False,True,rail|construction,False,False,False,manufacturer_primary,0.35,low,13,primaryCategory|waveRange|waveType|wavePower|surferAbility|recommendationTags|equivalency,109,Extract structured manufacturer metadata
DMS Surfboards,Supercell,3718,True,False,False,True,False,True,False,True,rail,True,False,False,manufacturer_primary,0.65,medium,15,primaryCategory|waveType|surferAbility|equivalency,105,Review deterministic classification
DMS Surfboards,Thunderbird,3716,True,False,False,False,True,False,False,True,outline|rail,True,False,False,manufacturer_primary,0.55,medium,19,primaryCategory|waveRange|wavePower|surferAbility|equivalency,111,Extract structured manufacturer metadata
DMS Surfboards,X-Wing,3719,True,False,False,True,False,False,False,True,rail,True,False,False,manufacturer_primary,0.55,medium,8,primaryCategory|waveType|wavePower|surferAbility|equivalency,100,Review deterministic classification
DMS Surfboards,Zephyr,3715,True,False,False,False,False,False,False,True,rail,False,False,False,manufacturer_primary,0.35,low,14,primaryCategory|waveRange|waveType|wavePower|surferAbility|recommendationTags|equivalency,110,Extract structured manufacturer metadata
Firewire,Boss Up,7968,True,True,True,False,False,True,False,True,rail|fin|construction,True,False,False,manufacturer_primary,0.55,medium,7,waveRange|waveType|surferAbility|equivalency,127,Extract structured manufacturer metadata
Firewire,DRK,7954,True,False,False,False,False,False,False,True,rail,True,False,False,manufacturer_primary,0.45,low,11,primaryCategory|waveRange|waveType|wavePower|surferAbility|equivalency,145,Extract structured manufacturer metadata
Firewire,Dominator 2.0,7961,True,False,False,False,False,True,False,True,outline|rail|tail|construction,True,False,False,manufacturer_primary,0.55,medium,13,primaryCategory|waveRange|waveType|surferAbility|equivalency,175,Extract structured manufacturer metadata
Firewire,Dominator Pro,7958,True,True,True,False,False,True,False,True,rail|fin|construction,True,False,False,manufacturer_primary,0.65,medium,10,waveRange|waveType|surferAbility|equivalency,130,Extract structured manufacturer metadata
Firewire,FRK Swallow,7959,True,False,False,False,False,False,False,True,outline|rail|tail|construction,False,False,False,manufacturer_primary,0.35,low,10,primaryCategory|waveRange|waveType|wavePower|surferAbility|recommendationTags|equivalency,146,Extract structured manufacturer metadata
Firewire,FRK+,7970,True,True,True,False,False,True,True,True,rail|tail|construction,True,False,False,manufacturer_primary,0.65,medium,10,waveRange|waveType|equivalency,128,Extract structured manufacturer metadata
Firewire,Great White Twin,7965,True,True,True,False,False,True,False,True,outline|rail|fin|construction,True,True,False,manufacturer_primary,0.65,medium,10,waveRange|waveType|surferAbility,128,Extract structured manufacturer metadata
Firewire,Greedy Beaver,7976,True,True,True,False,False,True,False,True,outline|rail|construction,True,True,False,manufacturer_primary,0.65,medium,6,waveRange|waveType|surferAbility,124,Extract structured manufacturer metadata
Firewire,Groove,7963,True,True,True,False,False,True,False,True,outline|tail|fin,True,False,False,manufacturer_primary,0.65,medium,11,waveRange|waveType|surferAbility|equivalency,131,Extract structured manufacturer metadata
Firewire,Machadocado,7966,True,False,False,False,False,True,True,True,outline|rail|tail|fin|construction,True,False,False,manufacturer_primary,0.65,medium,12,primaryCategory|waveRange|waveType|equivalency,142,Extract structured manufacturer metadata
Firewire,Mashup,7971,True,True,True,False,False,True,False,True,rail|construction,True,False,False,manufacturer_primary,0.65,medium,12,waveRange|waveType|surferAbility|equivalency,162,Extract structured manufacturer metadata
Firewire,Mindcraft,7956,True,False,False,True,False,False,False,True,outline|rail|fin|construction,False,False,False,manufacturer_primary,0.45,low,18,primaryCategory|waveType|wavePower|surferAbility|recommendationTags|equivalency,152,Review deterministic classification
Firewire,Neutrino,7960,True,True,True,False,False,True,False,True,rail|fin|construction,True,False,False,manufacturer_primary,0.65,medium,9,waveRange|waveType|surferAbility|equivalency,129,Extract structured manufacturer metadata
Firewire,Revo Max,7964,True,True,True,False,False,False,False,True,rail|fin|construction,False,True,False,manufacturer_primary,0.45,low,5,waveRange|waveType|wavePower|surferAbility|recommendationTags,127,Extract structured manufacturer metadata
Firewire,S Boss,7967,True,False,False,False,False,True,False,True,outline|rail|fin|construction,True,True,False,manufacturer_primary,0.55,medium,11,primaryCategory|waveRange|waveType|surferAbility,141,Extract structured manufacturer metadata
Firewire,Sci-Fi 2.0,7973,True,False,False,False,False,False,False,True,rail|fin|construction,False,False,False,manufacturer_primary,0.35,low,12,primaryCategory|waveRange|waveType|wavePower|surferAbility|recommendationTags|equivalency,148,Extract structured manufacturer metadata
Firewire,Seaside,7972,True,False,False,False,True,False,False,True,rail|fin|construction,True,False,False,manufacturer_primary,0.55,medium,12,primaryCategory|waveRange|wavePower|surferAbility|equivalency,174,Extract structured manufacturer metadata
Firewire,Seaside & Beyond,7978,True,False,False,False,False,True,False,True,rail|construction,False,True,False,manufacturer_primary,0.45,low,3,primaryCategory|waveRange|waveType|surferAbility|recommendationTags,135,Extract structured manufacturer metadata
Firewire,Singleton,7979,True,True,True,False,False,True,False,True,rail|construction,False,False,False,manufacturer_primary,0.55,medium,2,waveRange|waveType|surferAbility|recommendationTags|equivalency,124,Extract structured manufacturer metadata
Firewire,Spaceship,7957,True,False,False,False,True,False,False,True,outline|rail|construction,True,False,False,manufacturer_primary,0.55,medium,11,primaryCategory|waveRange|wavePower|surferAbility|equivalency,143,Extract structured manufacturer metadata
Firewire,Special T,7980,True,True,True,False,False,True,False,True,entry_rocker|rail|construction,True,False,False,manufacturer_primary,0.65,medium,6,waveRange|waveType|surferAbility|equivalency,126,Extract structured manufacturer metadata
Firewire,Sweet Potato,7969,True,True,True,False,False,True,False,True,outline|rail|construction,True,False,False,manufacturer_primary,0.65,medium,8,waveRange|waveType|surferAbility|equivalency,128,Extract structured manufacturer metadata
Firewire,Taylor Jensen Hull Rider,7962,True,False,False,False,False,True,False,True,entry_rocker|rail|construction,False,False,False,manufacturer_primary,0.45,low,3,primaryCategory|waveRange|waveType|surferAbility|recommendationTags|equivalency,137,Extract structured manufacturer metadata
Firewire,Taylor Jensen Pro,7982,True,False,False,False,False,False,False,True,rail|construction,False,True,False,manufacturer_primary,0.35,low,1,primaryCategory|waveRange|waveType|wavePower|surferAbility|recommendationTags,135,Extract structured manufacturer metadata
Firewire,Taylor Jensen Pro Mid,7974,True,True,True,False,False,False,False,True,rail|fin|construction,False,True,False,manufacturer_primary,0.45,low,4,waveRange|waveType|wavePower|surferAbility|recommendationTags,126,Extract structured manufacturer metadata
Firewire,Taylor Jensen Pro V,7983,True,False,False,False,False,True,False,True,rail|tail|fin|construction,False,True,False,manufacturer_primary,0.45,low,1,primaryCategory|waveRange|waveType|surferAbility|recommendationTags,133,Extract structured manufacturer metadata
Firewire,Taylor Jensen Twinzer,7975,True,True,True,False,False,True,False,True,rail|fin|construction,False,False,False,manufacturer_primary,0.55,medium,4,waveRange|waveType|surferAbility|recommendationTags|equivalency,126,Extract structured manufacturer metadata
Firewire,The Gem,7981,True,True,True,False,False,True,False,True,outline|rail|tail|construction,True,False,False,manufacturer_primary,0.65,medium,5,waveRange|waveType|surferAbility|equivalency,125,Extract structured manufacturer metadata
Firewire,Xtra Cado,7955,True,True,True,False,False,False,False,True,outline|rail|tail|fin,False,True,False,manufacturer_primary,0.45,low,5,waveRange|waveType|wavePower|surferAbility|recommendationTags,127,Extract structured manufacturer metadata
Haydenshapes,Cannon,7985,True,False,False,False,True,True,False,True,fin,True,False,False,manufacturer_primary,0.55,medium,15,primaryCategory|waveRange|surferAbility|equivalency,145,Extract structured manufacturer metadata
Haydenshapes,Holy Grail,7995,True,False,False,False,True,True,True,False,,True,False,False,manufacturer_primary,0.75,high,10,primaryCategory|waveRange|designMetadata|equivalency,140,Extract structured manufacturer metadata
Haydenshapes,Holy Hypto,7996,True,False,False,False,True,True,True,True,entry_rocker|rail,True,False,False,manufacturer_primary,0.75,high,17,primaryCategory|waveRange|equivalency,145,Extract structured manufacturer metadata
Haydenshapes,Holy Hypto FutureFlex,7997,True,False,False,False,True,True,True,True,entry_rocker|rail,True,False,False,manufacturer_primary,0.75,high,1,primaryCategory|waveRange|equivalency,129,Extract structured manufacturer metadata
Haydenshapes,Hypto Krypto,7998,True,True,True,True,True,True,True,False,,True,False,False,manufacturer_primary,0.95,high,22,designMetadata|equivalency,166,Extract structured manufacturer metadata
Haydenshapes,Love Buzz,,True,True,True,True,False,True,True,True,fin,True,False,False,manufacturer_primary,0.85,high,12,waveType|equivalency,128,Curate equivalency only with explicit evidence
Haydenshapes,Merlot,8004,True,False,False,False,False,True,False,True,rail|fin,True,False,False,manufacturer_primary,0.55,medium,7,primaryCategory|waveRange|waveType|surferAbility|equivalency,139,Extract structured manufacturer metadata
Haydenshapes,Nova,8009,True,False,False,False,True,True,True,True,outline,True,False,False,manufacturer_primary,0.75,high,13,primaryCategory|waveRange|equivalency,141,Extract structured manufacturer metadata
Haydenshapes,Plunder,8011,True,True,True,False,True,True,True,True,outline|rail|tail|fin,True,False,False,manufacturer_primary,0.75,high,12,waveRange|equivalency,128,Extract structured manufacturer metadata
Haydenshapes,Psychedelic Germ,8012,True,False,False,True,False,True,True,True,rail|fin,False,False,False,manufacturer_primary,0.65,medium,11,primaryCategory|waveType|recommendationTags|equivalency,141,Review deterministic classification
Haydenshapes,Shred Sled,8013,True,True,True,False,False,True,True,True,outline|tail,True,False,False,manufacturer_primary,0.75,high,7,waveRange|waveType|equivalency,125,Extract structured manufacturer metadata
Haydenshapes,Shred Sled King,8014,True,True,True,True,False,True,True,True,outline|fin,False,False,False,manufacturer_primary,0.65,medium,8,waveType|recommendationTags|equivalency,126,Curate equivalency only with explicit evidence
Haydenshapes,Untitled,8015,True,True,True,False,True,True,True,True,tail,True,False,False,manufacturer_primary,0.75,high,13,waveRange|equivalency,129,Extract structured manufacturer metadata
Haydenshapes,Untitled V2,8016,True,True,True,False,True,True,True,True,tail,True,False,False,manufacturer_primary,0.75,high,10,waveRange|equivalency,126,Extract structured manufacturer metadata
JS Industries,Big Baron,7695,True,True,True,False,False,False,False,True,rail|tail|fin,False,False,False,manufacturer_primary,0.45,low,16,waveRange|waveType|wavePower|surferAbility|recommendationTags|equivalency,140,Extract structured manufacturer metadata
JS Industries,Big Baron Easy Rider,7704,True,False,False,False,False,False,False,True,outline|construction,True,False,False,manufacturer_primary,0.45,low,5,primaryCategory|waveRange|waveType|wavePower|surferAbility|equivalency,139,Extract structured manufacturer metadata
JS Industries,Big Baron Softboard,7705,True,False,False,False,False,False,False,False,,False,False,False,manufacturer_primary,0.25,low,5,primaryCategory|waveRange|waveType|wavePower|surferAbility|designMetadata|recommendationTags|equivalency,143,Extract structured manufacturer metadata
JS Industries,Big Horse,7686,True,False,False,False,False,False,False,False,,False,False,False,manufacturer_primary,0.25,low,33,primaryCategory|waveRange|waveType|wavePower|surferAbility|designMetadata|recommendationTags|equivalency,158,Extract structured manufacturer metadata
JS Industries,Black Baron,7696,True,False,False,False,False,False,False,True,fin,False,False,False,manufacturer_primary,0.35,low,15,primaryCategory|waveRange|waveType|wavePower|surferAbility|recommendationTags|equivalency,181,Extract structured manufacturer metadata
JS Industries,Black Eagle 2,7703,True,False,False,False,False,False,False,False,,False,False,False,manufacturer_primary,0.35,low,12,primaryCategory|waveRange|waveType|wavePower|surferAbility|designMetadata|recommendationTags|equivalency,150,Extract structured manufacturer metadata
JS Industries,Bull Run,7697,True,False,False,False,False,False,False,False,,False,False,False,manufacturer_primary,0.35,low,15,primaryCategory|waveRange|waveType|wavePower|surferAbility|designMetadata|recommendationTags|equivalency,153,Extract structured manufacturer metadata
